Tên Merchant,Tên thương hiệu/ cửa hàng,Danh mục ngành hàng,điểm bán,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Địa chỉ,Số điện thoại,Website,Mô tả,Tên ảnh
HKD Không gian đồ da,Không gian đồ da,Thời trang,Không gian đồ da,Hà Nội,Cầy Giấy,Mai Dịch,217 Doãn Kế Thiện,,,,
HKD Đỗ Văn Thịnh - 91,Tony4men,Thời trang,Tony4men,Hà Nội,Đống Đa,Quang Trung,20 Chùa Bộc,,,,
HKD Đỗ Văn Thịnh - 91,Tony4men,Thời trang,Tony4men,Hà Nội,Hai Bà Trưng,Cầu Dền,209 Bạch Mai,,,,
HKD Đỗ Văn Thịnh - 91,Tony4men,Thời trang,Tony4men,Hà Nội,Cầy Giấy,Dịch Vọng,364 Cầu Giấy,,,,
HKD Đỗ Văn Thịnh - 91,Tony4men,Thời trang,Tony4men,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 1,183 Trần Cung,,,,
HKD Đỗ Văn Thịnh - 91,Tony4men,Thời trang,Tony4men,Hà Nội,Nam Từ Liêm,Phương Canh,189 Phố Nhổn,,,,
HKD Phan Viết Hưng,Áo dài Hương VIP,Thời trang,Áo dài Hương VIP,Hà Nội,Hai Bà Trưng,Ngô Thì Nhậm,"89 Trần Xuân Soạn,",,,,
HKD Phan Viết Hưng,Áo dài Hương VIP,Thời trang,Áo dài Hương VIP,Hà Nội,Hai Bà Trưng,Bùi thị Xuân,Số 104B Huế,,,,
HKD Phan Viết Hưng,Áo dài Hương VIP,Thời trang,Áo dài Hương VIP,Hà Nội,Long Biên,Ngọc Lâm,Số 353 Nguyễn Văn Cừ,,,,
HKD Phan Viết Hưng,Áo dài Hương VIP,Thời trang,Áo dài Hương VIP,Hà Nội,Ba Đình,Kim Mã,Số 232 Kim Mã,,,,
HKD Phan Viết Hưng,Áo dài Hương VIP,Thời trang,Áo dài Hương VIP,Hà Nội,Hai Bà Trưng,Bùi thị Xuân,Số 104 Mai Hắc Đế,,,,
Cty TNHH Vàng Bạc Lương Thanh,Vàng Bạc Lương Thanh,Dịch vụ khác,Vàng Bạc Lương Thanh,Hà Nội,Hoàn Kiếm,Hàng Bạc,Số 28 Phố Hàng Bạc,,,,
HKD KTBH Nguyễn Thị Kim Cúc,,Dịch vụ khác,,Hà Nội,Đống Đa,Kim Liên,Số 10C2 Lương Định Của,,,,
HKD Tường Duy Nam,Tuấn Dương Mobile,Điện tử - Điện máy,Tuấn Dương Mobile,Hà Nội,Cầy Giấy,Dịch Vọng,"Số 408, Cầu Giấy",,,,
HKD  Hồ Thị Giang,Thời trang Đồ lót,Thời trang,Thời trang Đồ lót,Nghệ An,Vinh,Hưng Phúc,Số 132 đường Nguyễn Văn Cừ,,,,
HKD Nhà thuốc Tuyết Giang,Nhà thuốc Tuyết Giang,Dịch vụ khác,Nhà thuốc Tuyết Giang,Nghệ An,Vinh,Quang Trung,Số 229 đường Phan Chu Trinh,,,,
HKD Nguyễn Thị Hải ,Nhà thuốc Đạt An,Dịch vụ khác,Nhà thuốc Đạt An,Nghệ An,Vinh,Lê Mao,"Số 2, đường Đinh Công Tráng",,,,
HKD Trần Thị Huyền,SEVEN AM,Thời trang,SEVEN AM,Nghệ An,Vinh,Trường Thi,Số 116 đường Nguyễn Văn Cừ,,,,
HKD Nguyễn Thị Bút,NGUYỄN THỊ BÚT,Siêu thị - Cửa hàng tạp hóa,NGUYỄN THỊ BÚT,Nghệ An,Vinh,Quán Bàu,Ngô Gia Tự,,,,
HKD Nguyễn Thị Bút,BÚT LUẬN,Siêu thị - Cửa hàng tạp hóa,BÚT LUẬN,Nghệ An,Vinh,Hà Huy Tập,Chợ Kênh Bắc,,,,
HKD Nguyễn Hoàng Mạnh,photocopy hoàng mạnh,Dịch vụ khác,photocopy hoàng mạnh,Nghệ An,Vinh,Trường Thi,Số 75 đường Bạch Liêu,,,,
HKD Sơn Phát Đạt,lê văn sơn,Nội thất,lê văn sơn,Nghệ An,Vinh,Hà Huy Tập,Số 282 Hà Huy Tập,,,,
HKD Vũ Thị Vượng,vũ thị vượng,Siêu thị - Cửa hàng tạp hóa,vũ thị vượng,Nghệ An,Vinh,Hà Huy Tập,Số 107 Hải Thượng Lãn Ông,,,,
HKD Lê Thị Thủy,hà phương,Thời trang,hà phương,Nghệ An,Đô Lương,Lạc Sơn,"Xóm 2, xã Lạc Sơn",,,,
HKD Nguyễn Thị Thu Nga,him cafe,Quán café,him cafe,Nghệ An,Vinh,Trường Thi,Số 17 đường An Dương Vương,,,,
HKD Hoàng Thị Ly,thiết bị vệ sinh lê duẩn,Nội thất,thiết bị vệ sinh lê duẩn,Nghệ An,Vinh,Hưng Phúc,Số 72C đường Nguyễn Sỹ Bách,,,,
HKD Nguyễn Thị Xuân,thắng xuân chợ vinh,Thời trang,thắng xuân chợ vinh,Nghệ An,Vinh,Hồng Sơn,Ki ốt 109-110 Khu B tầng 2 Đình chính chợ Vinh,,,,
HKD Nguyễn Thị Xuân,THắNG XUâN NTH,Thời trang,THắNG XUâN NTH,Nghệ An,Vinh,Lê Lợi,Số 51A11 Nguyễn Thái Học,,,,
HKD Nguyễn Thị Hà,ngọc hà baby,Mẹ và bé,ngọc hà baby,Nghệ An,Nghi Lộc,Nghi Lộc,"Xóm 14, X. Nghi Phong,",,,,
HKD Hoa cỏ mùa xuân,hoa cỏ mùa xuân,Siêu thị - Cửa hàng tạp hóa,hoa cỏ mùa xuân,Nghệ An,Quỳnh Lưu,Quỳnh Lưu,"Khối 1, thị trấn Cầu Giát",,,,
HKD Trần Thị Hương,trà đá bà hương,Siêu thị - Cửa hàng tạp hóa,trà đá bà hương,Nghệ An,Vinh,Lê Mao,"Số 11, ngõ 87, đường Nguyễn Thị Minh KhaiNam",,,,
HKD Đỗ Thị Như Quỳnh,gà vịt hạ giới,Nhà hàng,gà vịt hạ giới,Nghệ An,Vinh,Hưng Bình,"Số 86 đường Đốc Thiết, khối Yên Phúc A",,,,
HKD Nguyễn Thành Chung,bếp ga thành trung,Điện tử - Điện máy,bếp ga thành trung,Nghệ An,Nghi Xuân,Xuân an,"Khối 6, TT Xuân An, huyện Nghi Xuân",,,,
HKD Lý Liên,lý liên,Spa - Làm Đẹp,lý liên,Thanh Hóa,Thanh Hóa,Trường Thi,"Ki ôt 16, dãy K2, chợ Trường Thi",,,,
HKD Trịnh Thị Yến,yến anh,Du lịch,yến anh,Thanh Hóa,Hưng Lộc,Hưng Lộc,Khu 1,,,,
HKD Phạm Văn Thuận,phạm văn thuận,Siêu thị - Cửa hàng tạp hóa,phạm văn thuận,Thanh Hóa,Hậu Lộc,Minh Lộc,Thôn Minh Hùng,,,,
HKD Phạm Văn Thuận,phạm văn thuận,Siêu thị - Cửa hàng tạp hóa,phạm văn thuận,Thanh Hóa,Hậu Lộc,Minh Lộc,Thôn Minh Thọ,,,,
HKD Phạm Văn Thuận,phạm văn thuận,Siêu thị - Cửa hàng tạp hóa,phạm văn thuận,Thanh Hóa,Hậu Lộc,Minh Lộc,Thôn Ninh Phú,,,,
HKD Nguyễn Thị Phụng,SHOP ELIMAZ,Thời trang,SHOP ELIMAZ,Thanh Hóa,Thanh Hóa,Lam Sơn,Số 29 Lê Hữu Lập,,,,
HKD Nguyễn Quốc Vinh,REMMY LTK,Thời trang,REMMY LTK,Thanh Hóa,Thanh Hóa,Lam Sơn,Số 53 Lý Thường Kiệt,,,,
HKD Quần áo đồ da,OWEN,Thời trang,OWEN,Thanh Hóa,Thanh Hóa,Ba Đình,Số nhà 211 Trần Phú,,,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
HKD Thìn Mobile,thin mobile,Điện tử - Điện máy,thin mobile,Thanh Hóa,Thanh Hóa,Ba Đình,Số 44 Nguyễn Trãi,,,,
HKD Nguyễn Vinh Quang,tèo nguyễn,Thời trang,tèo nguyễn,Thanh Hóa,Thanh Hóa,Điện Biên,Số nhà 79B Lê Hoàn,,,,
HKD Nguyễn Vinh Quang,hoa xuân,Thời trang,hoa xuân,Thanh Hóa,Thanh Hóa,An Hoạch,Số 08 Quan Sơn,,,,
HKD Nguyễn Vinh Quang,quyên,Thời trang,quyên,Thanh Hóa,Thanh Hóa,An Hoạch,Số 04 Quan Sơn,,,,
HKD Nguyễn Thị Thủy,la champa ,Thời trang,la champa ,Hà Nội,Hoàn Kiếm,Hàng Gai,"Số 76, Gác 2 phố Hàng Gai",,,,
HKD Nguyễn Thị Thủy,la champa ,Thời trang,la champa ,Hà Nội,Hoàn Kiếm,Hàng Trống,Số 15 phố Hàng Hành,,,,
HKD Nguyễn Thị Thủy,la champa ,Thời trang,la champa ,Hà Nội,Hoàn Kiếm,Hàng Trống,"Tầng 2, số 57 Hàng Trống",,,,
HKD Cửa hàng Kelly,kelly,Thời trang,kelly,Thanh Hóa,Thanh Hóa,Ba Đình,Số 332 Lê Hoàn,,,,
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Nguyễn Trãi,26 Hoàng Hoa Thám,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Nguyễn Trãi,124 Tô Hiệu,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Văn Quán,4 Nguyễn Khuyến,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Vạn Phúc,68 Vạn Phúc,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Văn Quán,96 Trần Phú,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Quốc oai,Thạch Thán,"66 Thạch Thán, Quốc Oai",18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Thanh Xuân,Thượng Đình,85 Giáp Nhất,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Mộ Lao,173 Nguyễn Văn Trỗi,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Thạch Thất,Liên Quan,Liên Quan,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Chương Mỹ,Chúc Sơn,Khu Ninh Kiều,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Chương Mỹ,Sơn Mai,Số 12 tổ 2 Xuân Hà,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
Công ty cổ phần Kiến Trắng,White Ant,Thời trang,White Ant,Hà Nội,Hà Đông,Phúc Lao,13 BT8 KĐT Xala,18006135,http://whiteant.vn/,"Là một thương hiệu thời trang công sở nữ mang lại cho phái đẹp sự thanh lịch, nhẹ nhàng và sang trọng.",logo_white-ant.png
HKD Đỗ Thị Vân Anh,VANANHSCARLET,Thời trang,VANANHSCARLET,Hà Nội,Hai Bà Trưng,Ngô Thì Nhậm,78 Phố Huế,,,,
HKD Đỗ Thị Vân Anh,VANANHSCARLET,Thời trang,VANANHSCARLET,Hà Nội,Hoàn Kiếm,Hàng Bồ,16B Hàng Gà,,,,
HKD Đỗ Thị Vân Anh,VANANHSCARLET,Thời trang,VANANHSCARLET,Hải Phòng,Ngô Quyền,Lê Lợi,237 Lê Lợi,,,,
HKD Vườn Xanh,Vườn Xanh,Siêu thị - Cửa hàng tạp hóa,Vườn Xanh,Hà Nội,Đống Đa,Kim Liên,Số 152 Lương Định Của,,,,
HKD Vườn Xanh,Vườn Xanh,Siêu thị - Cửa hàng tạp hóa,Vườn Xanh,Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,Số 42 Thợ Nhuộm,,,,
HKD Vườn Xanh,Vườn Xanh,Siêu thị - Cửa hàng tạp hóa,Vườn Xanh,Hà Nội,Hai Bà Trưng,Cửa Nam,Số 79 Hai Bà Trưng,,,,
HKD Vườn Xanh,Vườn Xanh,Siêu thị - Cửa hàng tạp hóa,Vườn Xanh,Hà Nội,Cầy Giấy,Dịch Vọng Hậu,Số 231 Trần Quốc Hoàn,,,,
HKD JUN STORE,JUN STORE,Thời trang,JUN STORE,Hà Nội,Đống Đa,Ô Chợ Dừa,Số 159 Đông Các,,,,
HKD Sinh Phú KIDS,Sinh Phú Kid,Mẹ và bé,Sinh Phú Kid,Hà Nội,Đống Đa,Kim Liên,144 Lương Đình Của,,,,
"HKD IN "" HẢI VÂN""",In Hải Vân,Dịch vụ khác,In Hải Vân,Hà Nội,Hoàn Kiếm,Hàng Gai,1A Lý Quốc Sư,,,,
Công ty cổ phần và sản xuất Minh Hà,Bán Linh Kiện,Điện tử - Điện máy,Bán Linh Kiện,Hà Nội,Hai Bà Trưng,Lê Đại Hành,Số 11 ngõ 66 Đại Cồ Việt,,,,
Công ty cổ phần và sản xuất Minh Hà,Bán Linh Kiện,Điện tử - Điện máy,Bán Linh Kiện,Hà Nội,Bắc Từ Liêm,Minh Khai,Minh Khai,,,,
Công ty cổ phần và sản xuất Minh Hà,Bán Linh Kiện,Điện tử - Điện máy,Bán Linh Kiện,Hà Nội,Nam Từ Liêm,Cổ Nhuế 1,25 Đặng Thùy Trâm,,,,
Công ty cổ phần và sản xuất Minh Hà,Bán Linh Kiện,Điện tử - Điện máy,Bán Linh Kiện,Hồ Chí Minh,Quận 10,Phường 6,105/6 Nguyễn Kim,,,,
Công ty cổ phần và sản xuất Minh Hà,Bán Linh Kiện,Điện tử - Điện máy,Bán Linh Kiện,Hà Nội,Hai Bà Trưng,Lê Đại Hành,Số 20 ngõ 66 Đại Cồ Việt,,,,
HKD Trần Vũ Thao,dolotvietnam.vn,Dịch vụ khác,dolotvietnam.vn,Hà Nội,Từ Liêm,Cổ Nhuế,"Số 28 ngách 43/140, Đường Cổ Nhuế, Xóm 8B",,,,
HKD không đăng ký tên biển hiệu - Phạm Thị Khánh Ly,MISSLYSTRAVELAGENCY,Du lịch,MISSLYSTRAVELAGENCY,Hà Nội,Hoàn Kiếm,Hàng Gai,23 Yên Thái,,,,
HKD Kính mắt Minh Hiếu,KINH MAT MINH HIEU,Thời trang,KINH MAT MINH HIEU,Hà Nội,Hai Bà Trưng,Minh Khai,320 Minh Khai,,,,
HKD Nguyễn Ngọc Hà,SALITO,Thời trang,SALITO,Hà Nội,Ba Đình,Cống Vị,"Tầng 2, TTTM Lotte Center, số 1 Đào Tấn",,,,
HKD Nguyễn Ngọc Hà,SALITO,Thời trang,SALITO,Hà Nội,Tây Hồ,Phú Thượng,"Tầng 19, tòa nhà Packexim 2, Tây Hồ",,,,
HKD BALOTOT.COM,BA LO TOT,Thời trang,BA LO TOT,Hà Nội,Đống Đa,Ô Chợ Dừa,165 Đông Các,,,,
HKD BALOTOT.COM,BA LO TOT,Thời trang,BA LO TOT,Hà Nội,Cầy Giấy,Dịch Vọng,Số 1 ngõ 12 Trần Quý Kiên,,,,
HKD BALOTOT.COM,BA LO TOT,Thời trang,BA LO TOT,Hà Nội,Thanh Xuân,Khương Mai,79 Nguyễn Ngọc Nại,,,,
HKD Cực Hấp Dẫn,CUC HAP DAN BOUTIQUE,Thời trang,CUC HAP DAN BOUTIQUE,Hà Nội,Đống Đa,Ô Chợ Dừa,159 Đông Các,,,,
HKD Doanh Nghiệp tư nhân Kim Lan,Vàng Kim Lan,Dịch vụ khác,Vàng Kim Lan,Hà Nội,Hoàn Kiếm,Hàng Bông,19 Hàng Bông,,,,
HKD Phụ kiện điện thoại,Phụ Kiện Anh Xoan,Điện tử - Điện máy,Phụ Kiện Anh Xoan,Hà Nội,Long Biên,Ngọc Lâm,83 Ngọc Lâm,,,,
HKD Phụ kiện điện thoại,Phụ Kiện Anh Xoan,Điện tử - Điện máy,Phụ Kiện Anh Xoan,Hà Nội,Thường Tín,Thường Tín,"210 Phố Ga,",,,,
HKD HOÀNG LÊ THÚY,Chăn ga gối đệm HANVICO,Nội thất,Chăn ga gối đệm HANVICO,Hà Nội,Ba Đình,Thành Công,589 La Thành,,,,
Cty CP TM Phong Phú Việt,Không tên,Spa - Làm Đẹp,Không tên,Hà Nội,Đống Đa,Ô Chợ Dừa,10/160 Hào Nam,,,,
Cty CP TM Phong Phú Việt,,Spa - Làm Đẹp,,Hà Nội,Đống Đa,Ô Chợ Dừa,Số 28 ngõ 160 Hào Nam,,,,
HKD Vũ Thế Dương,MINI TOWNZ SHOP,Thời trang,MINI TOWNZ SHOP,Hà Nội,Đống Đa,Trung Tự,113 D6 Tập Thể Trung Tự,,,,
HKD Vũ Thị Dần,Đồ Câu,Dịch vụ khác,Đồ Câu,Hà Nội,Ba Đình,Ngọc Khánh,"45 Kim Mã, Ba Đình",,,,
HKD Nguyễn Văn Tuyên,THE GIOI NONG SAN,Dịch vụ khác,THE GIOI NONG SAN,Hà Nội,Ba Đình,Thành Công,255 Đê La Thành,,,,
HKD ko tên - Lưu Quý Quỳnh,ONEBOUTIQUE ,Thời trang,ONEBOUTIQUE ,Hà Nội,Hà Đông,Nguyễn Trãi,272 Nguyễn Trãi,,,,
HKD ko tên - Lưu Quý Quỳnh,ONEBOUTIQUE ,Thời trang,ONEBOUTIQUE ,Hà Nội,Đống Đa,Láng Thượng,974 Đường Láng,,,,
HKD ko tên - Lưu Quý Quỳnh,ONEBOUTIQUE ,Thời trang,ONEBOUTIQUE ,Hà Nội,Cầy Giấy,Dịch Vọng Hậu,41 Trần Quốc Hoàn,,,,
HKD - Đào Duy Hợi ,Giày dép hàng thùng,Thời trang,Giày dép hàng thùng,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Số 440 Nguyễn Trãi,,,,
Công ty cổ phần CCN Việt Nam,TINH DAU 100,Spa - Làm Đẹp,TINH DAU 100,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,32B Lạc Trung,,,,
Công ty cổ phần CCN Việt Nam,TINH DAU 100,Spa - Làm Đẹp,TINH DAU 100,Hà Nội,Đống Đa,Ô Chợ Dừa,100 Đê La Thành,,,,
Công ty TNHH thương mại và dịch vụ Ngân Hà,TONG HOP 76,Thời trang,TONG HOP 76,Hà Nội,Đống Đa,Láng Thượng,Số 76 Nguyễn Chí Thanh,,,,
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Cầy Giấy,Trung Hòa,222 Trần Duy Hưng,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Long Biên,Long Biên,Số 27 Cổ Linh,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Long Biên,Phúc Đồng,Số 7-9 Nguyễn Văn Linh,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Long Biên,Ngọc Lâm,Số 500 Nguyễn Văn Cừ,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Ba Đình,Ngọc Khánh,Số 411 Kim Mã,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Hoàn Kiếm,Tràng Tiền,Số 46 Tràng Tiền,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Đống Đa,Quang Trung,Số 69 Chùa Bộc,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Đống Đa,Láng Hạ,36A Láng Hạ,2435666797,http://winny.com.vn/,http://winny.com.vn/,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Đống Đa,Trung Tự,Số 106 Phạm Ngọc Thạch,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Long Biên,Long Biên,Số 27 Đường Cổ Linh,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Long Biên,Long Biên,Số 27 Đường Cổ Linh,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà, OWEN,Thời trang, OWEN,Hà Nội,Đống Đa,Cát Linh,297 Giảng Võ,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Đống Đa,Phương Liên,112 Phạm Ngọc Thạch,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Đống Đa,Quang Trung,Số 17 Chùa Bộc,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Ba Đình,Quán Thánh,Số 118 Quán Thánh,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Hai Bà Trưng,Cầu Dền,Số 222 Bạch Mai,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Cầy Giấy,Dịch Vọng,Số 336 Cầu Giấy,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,WINNY,Thời trang,WINNY,Hà Nội,Cầy Giấy,Quan Hoa,Số 124 Cầu Giấyội,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,ECS02 WINNY,Thời trang,ECS02 WINNY,Hà Nội,Cầy Giấy,Trung Hòa,Số 222 Trần Duy Hưng,2435666797,http://winny.com.vn/,Thương hiệu thời trang nữ được ưa chuộng với thời trang ở nhà và thời trang đồ bộ.,logo_winny.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Đống Đa,Ô Chợ Dừa,Số 297 Giảng Võ,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OWEN,Thời trang,OWEN,Hà Nội,Cầy Giấy,Trung Hòa,Số 222 Trần Duy Hưng,2435666797,http://owen.com.vn/,"Thương hiệu thời trang công sở dành cho phái mạnh với các mẫu thiết kế trẻ trung, năng động nhưng không thiếu vẻ sang trọng.",logo_owen.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Số 458 Minh Khai,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,OJEANS,Thời trang,OJEANS,Hà Nội,Đống Đa,Trung Tự,Số 114B6 Phạm Ngọc Thạch,967986066,http://ojeans.com.vn/,"Thương hiệu thời trang chuyên về Jeans cực chất dành cho giới trẻ, giúp bạn trở nên thật nổi bật và thu hút.",logo_ojeans.png
Công ty TNHH thương mại và dịch vụ Ngân Hà,DUNLOP,Thời trang,DUNLOP,Hà Nội,Long Biên,Gia Thụy,"TTTM Big C Savico Long Biên, số 7-9 Nguyễn Văn Linh,",,,,
